epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9075660109519958,0.29616618156433105,1e-05,0.8642232418060303,0.43180879950523376
1,0.9096181392669678,0.2846830189228058,1e-05,0.8717201352119446,0.39242902398109436
2,0.9228230118751526,0.241032674908638,1e-05,0.8667222261428833,0.43580159544944763
3,0.9246073961257935,0.24374285340309143,1e-05,0.9008746147155762,0.30710721015930176
4,0.9318343997001648,0.2107808142900467,1e-05,0.869637668132782,0.41702404618263245
5,0.9321913123130798,0.20643475651741028,1e-05,0.8954602479934692,0.301376610994339
